#deck:k8s-platform-labs::12-rbac::01-rbac-fundamentals
#separator:Comma
#columns:Front,Back,Tags
"Is there a kubectl get users command in Kubernetes?","No. Users are not backed by any API object — they're supplied entirely by the authenticator (client cert CN, OIDC claim, etc.) as plain strings. ServiceAccounts, by contrast, are real API objects you can kubectl get.","rbac-fundamentals,subjects,user-vs-serviceaccount,ckad-application-environment-configuration-security"
"Can resourceNames be combined with the create verb in a PolicyRule?","No. resourceNames restricts a rule to specific named objects, but at create time the object doesn't exist yet, so there's no name to restrict against.","rbac-fundamentals,policyrule,resourcenames,cka-cluster-architecture-installation-configuration"
"What's the exam-fast way to create a RoleBinding without writing YAML?","kubectl create rolebinding NAME --role=ROLE_NAME --user=USER_NAME -n NAMESPACE","rbac-fundamentals,imperative-commands,cka-cluster-architecture-installation-configuration,ckad-application-environment-configuration-security"
"What's the exam-fast way to create a Role granting get/list/watch on pods without writing YAML?","kubectl create role NAME --verb=get,list,watch --resource=pods -n NAMESPACE","rbac-fundamentals,imperative-commands,cka-cluster-architecture-installation-configuration,ckad-application-environment-configuration-security"
"Where does RBAC sit in the AuthN → AuthZ → Admission Control request flow, and what does it never inspect?","RBAC is one implementation of the AuthZ stage — it decides yes/no for a given identity + verb + resource combination. It never inspects the actual content/payload of the request; that's Admission Control's job.","rbac-fundamentals,request-flow,cka-cluster-architecture-installation-configuration,cka-troubleshooting"
"You create a Role but never create a matching RoleBinding. What access does any subject have as a result of that Role?","None. A Role with no RoleBinding pointing at it grants nobody anything — the Role object existing is necessary but not sufficient.","rbac-fundamentals,role,rolebinding,cka-cluster-architecture-installation-configuration"
"Why is preferring Role+RoleBinding over ClusterRole+ClusterRoleBinding considered a best practice when both could technically express the same grant?","Because a Role's namespace scope physically bounds the blast radius of a mistake — even a rule as broad as resources: [""*""], verbs: [""*""] inside a Role can never touch another namespace, including kube-system. The same rule via ClusterRoleBinding applies cluster-wide.","rbac-fundamentals,best-practice,least-privilege,cka-cluster-architecture-installation-configuration"
"A rule specifies resources: [""pod""] (singular). What actually gets matched?","Nothing. Resource names in PolicyRules must be plural and lowercase, exactly as kubectl api-resources lists them — the singular form silently matches zero resources with no error.","rbac-fundamentals,policyrule,resource-naming,cka-cluster-architecture-installation-configuration"
"By default, before any Role or RoleBinding is ever created, what can a new subject do in Kubernetes?","Nothing. There is no implicit allow anywhere in RBAC — every action requires an explicit grant from some Role/ClusterRole + Binding combination. Absent any grant, the answer to every authorization check is no.","rbac-fundamentals,default-deny,rbac-model,cka-cluster-architecture-installation-configuration"
"Can a single RoleBinding grant a Role to more than one subject at once?","Yes. subjects is a list, not a single value — one RoleBinding can bind the identical Role to several Users, Groups, and ServiceAccounts simultaneously, each getting the same grant.","rbac-fundamentals,rolebinding,subjects,ckad-application-environment-configuration-security"
"What does resources: [""*""] mean in a PolicyRule, and why is it dangerous even when your specific test checks still return the expected answers?","It matches every resource in the rule's apiGroups, not just the ones you intended. Spot-checking with can-i for the resources you meant to grant will pass, since they're a subset of what got granted — the over-grant (e.g. Secrets, ConfigMaps) is invisible unless you run a full can-i --list audit or read the YAML directly.","rbac-fundamentals,wildcards,least-privilege,cka-cluster-architecture-installation-configuration"
"kubectl auth can-i --list shows rows with an empty Resources column and a path like /healthz under Non-Resource URLs. What are these, and can a namespaced Role grant them?","Non-resource URLs are API server endpoints (health checks, version info, discovery paths) not backed by any Kubernetes object, matched via a separate nonResourceURLs field by literal path. They have no namespace to scope to, so nonResourceURLs rules can only appear in a ClusterRole, never a Role.","rbac-fundamentals,non-resource-urls,clusterrole,cka-cluster-architecture-installation-configuration"
"Is there a kubectl list pods command?","No. list is an API-level verb, not a CLI-level command. kubectl get is the single CLI entry point covering both get and list — passing an object name issues the get verb, omitting one issues list.","rbac-fundamentals,verbs,kubectl-cli,cka-troubleshooting"
"What two things does kubectl exec require permission-wise, beyond just being able to see the pod exists?","get on pods (to resolve the target pod) AND create on the pods/exec subresource — exec is implemented as creating a new exec session, not reading one. Both are required; get alone is not sufficient.","rbac-fundamentals,subresources,exec,ckad-application-environment-configuration-security"
"Which apiGroup does kubectl run --image=... require create access to, and why not Deployments?","create on pods (core group). Modern kubectl run always creates a bare Pod object directly, never a Deployment — kubectl create deployment is the separate command for that.","rbac-fundamentals,verbs,run,ckad-application-environment-configuration-security"
"You need a Role granting get/list/watch on both pods (core group) and deployments (apps group). Can kubectl create role express this in one invocation?","No. A single kubectl create role call can only target one apiGroups value at a time (inferred from --resource). Two different apiGroups require either two separate kubectl create role invocations against the same Role name, or hand-editing the resulting YAML to add the second rule block.","rbac-fundamentals,imperative-commands,apigroups,cka-cluster-architecture-installation-configuration"
"kubectl -n ci describe role pod-log-reader shows 'deployments.apps' in its output, but the YAML just wrote resources: [""deployments""] under a separate apiGroups: [""apps""] entry. Why the different formatting?","kubectl describe always qualifies non-core resources with their API group in its display output (resource.group), even though the YAML expresses apiGroups and resources as separate fields. This is a display convention, not a difference in what was actually granted.","rbac-fundamentals,describe,apigroups,cka-troubleshooting"
"A manifest creating a Deployment says apiVersion: apps/v1. What does the matching PolicyRule's apiGroups field contain?","Just [""apps""] — the group portion only, never the version. RBAC grants apply across every version of a resource within that group, so the version part of apiVersion has no equivalent in a PolicyRule.","rbac-fundamentals,apiversion,apigroups,cka-cluster-architecture-installation-configuration"
"The API server is started with --authorization-mode=Node,RBAC. A request is denied by the Node authorizer but allowed by RBAC. What's the final outcome?","Allowed. Every configured authorizer is consulted, and the request is admitted the moment any one of them returns allow — it's only denied if every configured authorizer returns no opinion or deny.","rbac-fundamentals,authorization-mode,request-flow,cka-cluster-architecture-installation-configuration"
"What's the key architectural difference between the Webhook authorizer and RBAC?","RBAC evaluates entirely inside kube-apiserver against cached Role/RoleBinding objects, with no network hop. Webhook sends a SubjectAccessReview over HTTPS to an external service you run and waits for its response — a genuine per-request network round-trip.","rbac-fundamentals,webhook-authorizer,architecture,cka-cluster-architecture-installation-configuration"
"According to what RBAC does NOT do, if a Role grants unlimited create access on Pods, can that subject create 10,000 Pods with no cap?","Yes — RBAC has no concept of resource limits or quotas. A grant is unlimited in quantity unless ResourceQuota/LimitRange (a separate Admission Control mechanism) is configured to cap it.","rbac-fundamentals,rbac-limitations,quotas,cka-cluster-architecture-installation-configuration"
"Does RBAC control how a Secret is stored at the etcd layer?","No. RBAC only controls who is allowed to read a Secret object — it says nothing about storage. Secrets are base64-encoded, not encrypted, at the etcd layer unless encryption-at-rest is separately configured.","rbac-fundamentals,rbac-limitations,secrets,cka-cluster-architecture-installation-configuration"
"Can an RBAC grant restrict what a Pod is allowed to do at runtime, like which syscalls it makes?","No. RBAC governs API requests to the control plane — it has no visibility into in-container runtime behavior. That's the job of SecurityContext / Pod Security Admission.","rbac-fundamentals,rbac-limitations,securitycontext,cka-cluster-architecture-installation-configuration"
"Does RBAC itself keep a record of who was granted or denied access, over time?","No, not by itself. RBAC only decides allow/deny in the moment, with no history. Knowing what happened over time requires Kubernetes audit logging, a separate opt-in feature configured on the API server.","rbac-fundamentals,rbac-limitations,audit-logging,cka-cluster-architecture-installation-configuration"
"In the verbs table, what's the difference between update and patch, and which everyday kubectl commands map to patch rather than update?","update (PUT) replaces an entire existing object; patch (PATCH) partially modifies one. kubectl edit, kubectl scale, kubectl set image, and kubectl apply against an object that already exists all map to patch, not update.","rbac-fundamentals,verbs,patch-vs-update,cka-troubleshooting"
"What does the deletecollection verb do, and what kubectl command triggers it?","Removes every object of a type matching a selector in one call, with no specific name — kubectl delete pods --all triggers deletecollection, distinct from delete, which removes exactly one named object.","rbac-fundamentals,verbs,deletecollection,cka-cluster-architecture-installation-configuration"
"Does kubectl create role NAME --verb=get --resource=pods --dry-run=client -o yaml actually create the Role in the cluster?","No. --dry-run=client only builds and prints the object locally — it never sends a request to the API server. Nothing exists in the cluster until the output is piped or applied separately.","rbac-fundamentals,dry-run,imperative-commands,cka-cluster-architecture-installation-configuration"
"Why is ABAC rarely used in modern Kubernetes clusters, compared to RBAC?","ABAC policies live in a static JSON file readable only at API server startup — no API object, no kubectl get, no dynamic updates without a restart. RBAC's dynamic, declarative, version-controllable model has replaced it for essentially all new clusters.","rbac-fundamentals,abac,authorizer-comparison,cka-cluster-architecture-installation-configuration"
"What makes the Node authorizer different from RBAC, and why is it typically paired with RBAC rather than used alone?","Node authorizer is a fixed, built-in rule — not Role/RoleBinding-based — letting each kubelet touch only objects tied to its own node. It's paired with RBAC (--authorization-mode=Node,RBAC) so every other kind of request still goes through normal, configurable RBAC evaluation.","rbac-fundamentals,node-authorizer,authorizer-comparison,cka-cluster-architecture-installation-configuration"
