#deck:k8s-platform-labs::11-auto-scaling::04-keda-fundamentals
#separator:Comma
#columns:Front,Back,Tags
"(CKA) A ScaledObject has minReplicaCount: 0 and cooldownPeriod: 60. Its cron window closed 90 seconds ago. Is 0 pods expected right now?","Yes -- 90 seconds have elapsed, which is longer than the 60-second cooldownPeriod, so KEDA Operator should have already patched the Deployment to 0. If pods are still running at 90+ seconds past window-close with cooldownPeriod: 60, that WOULD indicate a genuine problem worth investigating.","04-keda-fundamentals,cka-cluster-architecture-installation-configuration,cooldownperiod"
"(CKA) kubectl describe scaledobject shows ScalerNotReady: AmbiguousSelector. What caused this and how do you fix it?","Cause: a manually-created HPA also targets the same Deployment as the ScaledObject. The HPA controller finds multiple HPAs for the same scaleTargetRef and refuses to process either. Fix: kubectl get hpa to identify the manual HPA (the KEDA-managed one is named keda-hpa-<scaledobject-name>); kubectl delete hpa <manual-hpa-name>.","04-keda-fundamentals,cka-troubleshooting,break-fix"
"A ScaledObject's pollingInterval is set to 60s. Does the managed HPA only recalculate replicas once a minute?","No. pollingInterval only governs keda-operator's own activation poll (the 0<->1 edge, Loop 1). Once at least one pod is running, the ordinary HPA controller recalculates on its OWN independent sync period (Loop 2, a cluster-wide setting, ~15s by default), completely unrelated to pollingInterval.","04-keda-fundamentals,pollinginterval,polling-loops"
"What are KEDA's two separate polling loops, and what does each one govern?","Loop 1: keda-operator's activation poll, governed by pollingInterval, decides IsActive (0<->1 only) -- officially called the Activation Phase in KEDA's docs. Loop 2: the ordinary HPA controller's own metric-fetch poll, governed by HPA's own sync period (not pollingInterval), decides 1->N scaling -- the Scaling Phase. They run independently of each other.","04-keda-fundamentals,polling-loops,architecture"
"By default, does keda-operator-metrics-apiserver cache scaler values, or query fresh every time?","Fresh, live, on every single request from either polling loop -- nothing is stored in a CRD or database by default. An opt-in useCachedMetrics feature changes this, but it's off by default and unsupported for the Cron scaler entirely.","04-keda-fundamentals,scaler-logic,caching"
"A trigger has a scaling threshold of 10 and an activationThreshold of 50. The metric is currently 40. Scaling math alone would want 4 replicas. What actually happens?","The Deployment scales to zero. Activation always overrides scaling when they disagree -- 40 is below the activationThreshold of 50, so KEDA treats the trigger as not active regardless of what the scaling math (ceil(40/10)=4) would otherwise recommend.","04-keda-fundamentals,activationthreshold,worked-example"
"Why does this demo's Cron ScaledObject never set activationThreshold?","Cron's activation decision is a boolean (inside the scheduled window or not), not a numeric value to compare against a floor. activationThreshold only applies to trigger types with an inherently numeric activation condition, like queue depth -- covered hands-on with Redis in 05-keda-redis-scaler.","04-keda-fundamentals,activationthreshold,cron-scaler"
"Does scale-to-zero work for a CPU/memory-triggered ScaledObject the same way it does for Cron or Redis?","No. CPU/memory Resource triggers read directly from ordinary metrics-server, bypassing keda-operator-metrics-apiserver entirely. With zero pods, there's no CPU/memory data to read, so KEDA has no signal to scale back up from zero. Scale-to-zero reliably works only for External-metrics triggers (Cron, Redis, Prometheus, etc.).","04-keda-fundamentals,limitation,cpu-memory-trigger,scale-to-zero"
"Can the HPA API ever accept minReplicas: 0 directly, without KEDA's involvement?","Yes, but only via the alpha feature gate HPAScaleToZero, and only for HPAs using at least one Object or External metric (never plain CPU/memory Resource metrics). This gate is off by default on essentially every standard cluster, which is why KEDA's managed HPA always shows MINPODS: 1 in this demo.","04-keda-fundamentals,hpa,exam-trap,alpha-feature"
"What does the keda-admission-webhooks component actually validate, and what does it NOT catch?","It validates KEDA CRDs (ScaledObject, ScaledJob, TriggerAuthentication) at the moment they're applied -- e.g. rejecting a new ScaledObject against an already-conflicting HPA or ScaledObject. It does NOT catch a manually-created, non-KEDA HPA applied AFTER a ScaledObject already exists, since that HPA isn't a KEDA resource the webhook validates -- order of creation determines catchability.","04-keda-fundamentals,admission-webhook,architecture"
"What Kubernetes objects does a fresh KEDA Helm install actually create, beyond the three keda namespace pods?","3 Deployments (one per pod) and their Services; a small set of internal ConfigMaps and a Secret holding the admission webhook's TLS cert; and cluster-scoped CRDs (ScaledObject, ScaledJob, TriggerAuthentication, ClusterTriggerAuthentication, plus CloudEventSource/ClusterCloudEventSource for KEDA's event-emission feature) and an APIService for external.metrics.k8s.io. No GUI ships with open-source KEDA.","04-keda-fundamentals,keda-objects,orientation"
"When a ScaledObject is at 0 replicas, what does kubectl describe hpa show for the ScalingActive condition, and is that a problem?","ScalingActive: False, with a message like 'scaling is disabled since the replica count of the target is zero.' This is expected and healthy -- there are no pods to read a metric from, so the HPA correctly reports it has nothing to do. It is not an error.","04-keda-fundamentals,hpa-conditions,scale-to-zero"
