#deck:k8s-platform-labs::11-auto-scaling::01-hpa-basic
#separator:Comma
#columns:Front,Back,Tags
"Why does HPA not use the Eviction API for scale-down?","HPA was designed before the Eviction API matured. Its scale-down path uses direct DELETE on pods via the scale subresource — simpler and faster but bypasses PodDisruptionBudgets. This is a known design limitation discussed in Kubernetes SIG Autoscaling but not changed to avoid breaking existing behaviour. VPA Updater and kubectl drain DO use the Eviction API and respect PDB.","01-hpa-basic,hpa,eviction-api,pdb"
"kubectl top shows CPU usage but HPA TARGETS shows <unknown>. What is the most likely cause?","Missing resources.requests.cpu on at least one container in the pod. HPA type: Utilization computes usage/request × 100 — without a request, the denominator is missing and the metric cannot be computed. kubectl top works because cAdvisor reads from cgroups regardless of whether requests are set. The <unknown> is permanent until requests are added.","01-hpa-basic,break-fix,unknown-metric"
"What does ScalingActive: False mean in kubectl describe hpa, and how is it different from AbleToScale: False?","ScalingActive: False means the metric pipeline is broken — HPA cannot compute a desired replica count at all. The most common causes: metrics-server not running, missing resources.requests, or invalid pod selector. Fix the metric source first. AbleToScale: False means HPA CAN compute but is temporarily blocked — usually in a stabilisation/cooldown window after a recent scale event. This is often normal expected behaviour, not an error.","01-hpa-basic,hpa,conditions,troubleshooting"
"What is the default scaleDown stabilisation window and what does it prevent?","Default: 300 seconds (5 minutes). During this window, HPA records every recommended replica count and only scales down to the HIGHEST recommendation seen. This prevents thrashing: if load drops briefly, HPA waits to confirm the drop is sustained before removing pods, avoiding a scale-in/scale-out cycle within minutes.","01-hpa-basic,hpa,stabilisation-window"
"What does selectPolicy: Disabled do in a behavior block?","Blocks ALL scaling in that direction entirely — scale-up or scale-down is frozen. Any policies listed alongside it are ignored. Valid YAML, applies without error. Use during incidents to freeze a direction while investigating. Setting scaleDown.selectPolicy: Disabled means the Deployment will never scale in, regardless of how low the metric drops.","01-hpa-basic,hpa,selectpolicy"
"Describe the selectPolicy: Max worked example: 1 replica, policies: [{Pods, 4, 15s}, {Percent, 100, 30s}]. After 30 seconds, how many replicas?","Pods policy: 1→5 (+4, then +4 again but desire already 5 by second 15s window). Percent policy: 1→2 (+100% of 1). selectPolicy: Max picks Pods (proposes more change: +4 vs +1). Result: 5 replicas. At large replica counts the crossover reverses — Percent proposes more than the fixed Pods step.","01-hpa-basic,hpa,selectpolicy,behavior"
"What is the difference between type: Utilization and type: AverageValue for CPU?","Utilization: expressed as an integer percentage of the request (averageUtilization: 50 means 50% of resources.requests.cpu). Requires resources.requests to be set. AverageValue: raw quantity (averageValue: 50m means 50 millicores; averageValue: 50 means 50 nanocores — almost never intended). Common mistake: averageValue: 50 for CPU looks like 50% but means 50 nanocores, causing immediate runaway scale-out.","01-hpa-basic,hpa,target-type"
"Two HPAs target the same Deployment. What happens?","AmbiguousSelector conflict — the HPA controller cannot determine which HPA is authoritative and stops processing BOTH. Both HPAs report FailedGetScale: Unauthorized with AmbiguousSelector in events. The Deployment replica count freezes. Fix: delete the extra HPA. Rule: one HPA per workload.","01-hpa-basic,break-fix,ambiguous-selector"
"(CKA) kubectl autoscale deployment nginx --min=1 --max=5 --cpu=50%. Which API version does this create internally?","autoscaling/v2 — kubectl autoscale creates v2 internally regardless of flag format. Verify with: kubectl get hpa nginx -o yaml | grep apiVersion. The --cpu=50% flag is the current form; --cpu-percent is deprecated.","01-hpa-basic,cka-domain2,imperative"
"(CKA) An HPA has behavior.scaleDown.selectPolicy: Disabled. The metric drops to 0%. After 10 minutes, REPLICAS is still at 5. kubectl apply produced no error. What is wrong?","selectPolicy: Disabled in the scaleDown block blocks all scale-down permanently regardless of metric values or policies listed. Valid YAML, no error at apply time. Fix: change selectPolicy to Max or Min.","01-hpa-basic,cka-domain5,break-fix,selectpolicy"
